             x               y  bin
     -7.999951       19.199933  351
    -8.0000824       19.999919  351
     -7.200075      -19.199936  150
    -7.1999139      -18.399909  150
    -7.1999581      -17.600091  150
    -7.2000595      -16.800076  150
    -7.1999581      -16.000086  150
    -7.1999354      -15.199918  150
    -7.2000484      -14.399964  138
    -7.2000305      -13.599945  138
    -7.2000525      -12.799921  138
    -7.1999564      -11.999922  138
    -7.1999568      -11.199948  138
    -7.2000245      -10.400001  122
    -7.1999035      -9.6000862  122
     -7.200069      -8.7999302  122
    -7.2000227       -7.999959  122
    -7.2000828      -7.1999442  120
    -7.2000524      -6.3999601  120
    -7.2000135      -5.5999492  120
    -7.1999862      -4.8000094  121
    -7.1999824       -4.000028  121
    -7.2000621      -3.2000235  121
    -7.2000726       -2.400036  111
    -7.2000037      -1.6000631  111
    -7.2000728     -0.80008904  134
    -7.1999454  -1.9384264e-05  134
    -7.1999735      0.79995796  134
    -7.1999967        1.599994  165
    -7.1999864       2.4000525  165
    -7.1999911       3.1999739  165
    -7.2000119       3.9999494  177
    -7.1999217       4.8000831  177
    -7.1999916       5.6000111  182
    -7.2000835       6.3999008  189
    -7.1999713       7.2000369  189
    -7.1999631       8.0000623  202
    -7.1999373       8.7999931  202
    -7.1999579       9.5999556  262
     -7.199953       10.400088  262
    -7.2000273       11.200067  273
    -7.1999401       12.000083  273
    -7.1999216       12.800031  310
    -7.2000138       13.599957  310
    -7.2000831       14.399948  310
    -7.2000318        15.19992  329
    -7.2000261       16.000009  329
    -7.1999196       16.799945  351
    -7.2000369       17.600062  351
    -7.2000803       18.400053  351
    -7.1999796        19.20009  351
    -7.2000983        19.99997  351
    -6.3999587      -20.800025  150
    -6.3999536      -19.999916  150
     -6.399995      -19.200074  150
    -6.3999977      -18.399951  150
    -6.4000278      -17.600013  150
    -6.4000243      -16.800072  150
    -6.4000206      -15.999984  150
    -6.4000588      -15.199942  150
    -6.3999054      -14.399995  139
    -6.4000519      -13.599995  138
    -6.3999664      -12.799985  138
     -6.399938      -12.000067  138
    -6.4000983      -11.199957  127
    -6.3999125      -10.400018  122
    -6.4000562      -9.5999248  122
    -6.3999862      -8.7999453  122
    -6.3999723      -7.9999869  122
    -6.3999962      -7.1999634  120
    -6.3999478       -6.400059  120
    -6.3999348      -5.6000756  120
    -6.3999688      -4.7999948  121
    -6.4000898      -4.0000203  121
    -6.4000743      -3.1999429  121
     -6.399901      -2.4000829  111
    -6.4000985      -1.6000504  111
    -6.4000155     -0.79991527  112
    -6.3999706   5.6715427e-05  134
    -6.3999095      0.80007837  134
    -6.3999696       1.6000217  136
    -6.3999372       2.3999577  165
    -6.3999406       3.1999971  170
    -6.3999871       4.0000463  177
    -6.4000807       4.7999327  177
    -6.4000414       5.6000611  177
    -6.4000398       6.3999278  189
    -6.4000937       7.1999095  189
    -6.4000638       8.0000255  220
    -6.3999926       8.7999466  220
    -6.3999142       9.6000761  220
    -6.4000116       10.399928  273
    -6.3999896       11.200028  273
    -6.3999098       12.000093  273
    -6.4000809       12.800003  308
     -6.400051            13.6  308
    -6.4000599       14.399902  329
    -6.3999702       15.200004  329
    -6.4000702       15.999932  329
     -6.399995       16.799916  329
    -6.4000266       17.600035  351
    -6.3999063       18.399986  351
    -6.4000457       19.200035  351
    -6.4000395       19.999912  351
    -5.6000394      -21.600077  156
    -5.6000801      -20.800062  156
    -5.5999561      -20.000034  150
    -5.5999159      -19.200035  150
    -5.6000382       -18.39996  150
    -5.5999722      -17.600016  150
    -5.6000428      -16.799914  150
          -5.6      -16.000086  150
    -5.6000251      -15.199985  139
    -5.6000158      -14.399919  139
    -5.5999118      -13.600041  139
    -5.5999359      -12.800096  139
     -5.599965      -12.000013  127
    -5.5999262      -11.200082  127
    -5.5999149      -10.399949  127
    -5.5999141       -9.599964  122
    -5.5999922      -8.8000059  122
    -5.5999738      -7.9999331  122
    -5.6000929      -7.1999478  120
    -5.6000732      -6.4000234  120
    -5.5999499      -5.5999738  103
    -5.6000643      -4.8000597  103
    -5.5999223      -4.0000947  103
    -5.5999701            -3.2  100
    -5.5999879      -2.4000768  100
     -5.600064      -1.6000511  111
     -5.599912     -0.79994533  112
    -5.6000825  -5.1597166e-05  112
    -5.6000477        0.800013  136
    -5.5999928       1.6000937  136
    -5.6000646       2.3999856  170
    -5.6000233       3.2000708  170
    -5.6000449       4.0000453  179
    -5.6000841       4.8000291  179
    -5.5999589       5.6000859  191
    -5.5999538       6.3999998  191
    -5.6000701       7.1999247  207
    -5.5999567       7.9999756  207
    -5.6000914       8.8000064  220
    -5.6000615       9.5999371  220
    -5.5999513       10.400097  263
     -5.599997       11.199959  263
    -5.5999541       12.000036  308
    -5.5999178       12.800021  308
    -5.5999774       13.600056  308
    -5.5999692       14.400041  329
    -5.5999426        15.20004  329
    -5.5999158       15.999927  329
    -5.6000482       16.799966  329
    -5.5999135       17.600019  351
    -5.6000612       18.400032  351
    -5.6000992       19.199917  351
    -5.5999185       20.000011  351
    -4.7999721      -21.599978  156
    -4.7999467      -20.800041  156
    -4.7999659      -19.999998  156
    -4.7999807      -19.199956  156
    -4.8000592      -18.399923  150
      -4.80008      -17.600012  150
    -4.7999824      -16.800067  150
    -4.8000202      -15.999995  139
    -4.8000527      -15.199938  139
    -4.7999725      -14.400072  139
    -4.8000614      -13.600016  139
    -4.8000977      -12.799975  139
    -4.8000611      -12.000082  127
    -4.8000499       -11.20004  127
    -4.8000269      -10.399942  127
    -4.8000113      -9.6000943  127
    -4.7999456      -8.8000269  116
    -4.7999624      -7.9999219  116
    -4.7999644       -7.199951   99
    -4.8000899        -6.40001   99
    -4.8000971      -5.5999698  103
    -4.7999956      -4.7999678  103
    -4.7999331      -4.0000523   93
    -4.8000812        -3.20002  100
    -4.8000857      -2.4000069  100
    -4.8000823      -1.5999191   94
    -4.7999899     -0.79990975  105
    -4.7999498  -4.0779112e-05  105
    -4.7999423      0.79994595  114
    -4.8000939        1.599969  114
    -4.7999256        2.399974  171
    -4.8000379       3.1999699  176
    -4.7999832       4.0000377  179
    -4.8000337       4.7999492  179
    -4.8000352       5.5999913  191
    -4.8000627       6.3999429  191
    -4.8000376       7.1999694  207
    -4.7999388        8.000061  207
    -4.7999036       8.8000075  249
    -4.7999505       9.5999623  249
     -4.800056        10.40001  263
     -4.800024       11.199965  277
    -4.7999148       12.000001  277
    -4.7999299       12.800085  308
    -4.8000797       13.599987  308
    -4.8000339       14.400084  329
    -4.8000947       15.199928  329
    -4.8000383       16.000005  329
    -4.8000668       16.799951  329
    -4.8000362       17.599916  329
    -4.8000568       18.400002  351
    -4.7999655       19.200009  351
      -4.00003      -21.600005  156
     -3.999924      -20.800061  156
    -3.9999269      -19.999996  156
    -3.9999829      -19.200036  156
    -4.0000631      -18.399995  156
    -4.0000179      -17.600087  143
    -4.0000589       -16.80009  143
    -4.0000799      -15.999907  143
    -3.9999636      -15.200093  139
    -4.0000481      -14.400058  139
    -3.9999325      -13.600012  139
    -3.9999151      -12.799964  139
    -4.0000946      -11.999974  127
    -4.0000401      -11.199949  127
    -4.0000132      -10.400026  127
    -3.9999391      -9.6000298  119
    -4.0000881      -8.8000216  116
    -4.0000417      -7.9999442  116
    -4.0000334      -7.2000218   99
    -3.9999761      -6.3999425   99
    -4.0000967        -5.59996   92
    -3.9999088      -4.8000625   92
    -4.0000604      -4.0000054   93
    -3.9999613      -3.2000622   93
      -3.99991       -2.400071   80
    -4.0000577      -1.6000084   94
    -3.9999688     -0.79991001   95
    -4.0000897  -6.5134045e-05  102
    -4.0000629      0.79994836  106
    -4.0000159       1.5999824  115
    -3.9999968       2.3999768  171
     -4.000073       3.2000989  176
     -3.999972       3.9999983  183
    -3.9999263       4.7999851  188
    -3.9999559       5.6000269  197
    -3.9999477       6.3999641  203
    -3.9999319       7.2000934  211
     -3.999947        7.999979  211
    -3.9999451       8.7999552  249
    -3.9999505        9.599938  249
    -4.0000341       10.399944  271
    -3.9999932       11.199995  277
    -3.9999325       11.999938  277
    -4.0000574       12.799967  321
    -3.9999567        13.60001  321
    -4.0000268       14.400074  321
    -3.9999595       15.200002  331
    -3.9999448        15.99997  331
    -3.9999622       16.799955  331
    -3.9999162       17.600027  331
    -4.0000225       18.399986  350
     -4.000092       19.200015  350
    -3.2000576      -21.600055  156
    -3.2000019      -20.799995  156
    -3.1999204      -19.999969  156
    -3.1999645      -19.199906  156
    -3.2000352      -18.400067  156
     -3.200026      -17.600079  143
    -3.1999789      -16.799954  143
    -3.1999185      -15.999984  143
    -3.1999737      -15.199934  143
    -3.2000256      -14.399949  139
    -3.1999599      -13.600058  139
    -3.1999619      -12.800008  128
    -3.2000118      -12.000099  128
     -3.200033      -11.199973  128
      -3.19997      -10.400091  119
    -3.1999965       -9.599908  119
    -3.2000978      -8.8000904  116
    -3.2000772      -8.0000913  116
    -3.1999326      -7.2000987   98
    -3.2000821      -6.4000762   91
    -3.2000678      -5.6000708   91
     -3.200054      -4.8000799   92
    -3.2000095      -4.0000185   78
    -3.1999235      -3.2000959   68
    -3.1999449       -2.399954   80
    -3.1999713      -1.6000304   79
    -3.2000025     -0.79997821   81
    -3.2000925  -8.4215999e-06   82
    -3.2000728      0.80001549  101
    -3.1999873       1.6000972  109
    -3.1999315       2.3999575  175
    -3.2000112       3.1999794  180
      -3.20006       4.0000913  183
    -3.2000684       4.7999586  188
    -3.2000654       5.6000262  197
     -3.200095       6.4000956  203
    -3.1999405       7.1999005  221
    -3.2000744       8.0000619  211
    -3.1999547       8.7999674  258
    -3.1999212        9.600078  258
    -3.1999726        10.40009  271
    -3.2000599       11.200047  271
    -3.1999434       11.999993  304
    -3.2000757       12.799974  321
    -3.2000553       13.600051  321
    -3.2000512       14.399976  321
    -3.1999858        15.19992  331
    -3.2000455       16.000093  331
     -3.199964       16.800087  331
    -3.2000231       17.600088  331
    -3.1999882       18.400055  350
     -3.199946       19.199903  350
    -3.1999057       19.999948  350
    -3.1999375       20.800066  350
    -3.1999971       21.600002  350
     -2.400049      -21.600062  156
    -2.3999913       -20.80007  156
    -2.4000831       -19.99991  156
    -2.4000587      -19.200017  156
    -2.4000094      -18.400014  156
    -2.4000163      -17.600032  143
     -2.399938      -16.799997  143
    -2.4000361      -16.000038  143
    -2.4000456      -15.200059  143
    -2.4000092      -14.399921  143
    -2.4000141      -13.599928  128
    -2.3999229      -12.800036  128
    -2.3999659       -12.00002  128
    -2.4000087      -11.200058  128
    -2.3999803      -10.399949  119
    -2.4000562      -9.5999109  119
    -2.4000808      -8.7999449  119
    -2.3999589      -8.0000894   98
    -2.3999332      -7.2000401   98
    -2.4000979      -6.3999293   91
    -2.4000374       -5.599947   91
    -2.4000163      -4.8000929   78
    -2.3999391      -3.9999808   78
    -2.4000232      -3.2000473   68
    -2.3999202      -2.3999359   64
    -2.4000684      -1.6000499   61
    -2.4000152     -0.80001966   59
    -2.4000151   -4.589542e-05   62
    -2.4000765      0.79991695   65
    -2.3999698       1.5999828  104
    -2.4000768       2.4000199  113
    -2.3999607       3.1999745  181
    -2.4000993       3.9999734  187
    -2.3999253       4.7999706  195
     -2.400058       5.5999818  201
    -2.4000927       6.3999283  201
    -2.3999955       7.1999363  221
    -2.3999169       7.9999506  239
    -2.4000358       8.8000153  258
    -2.4000662       9.6000447  258
    -2.3999428       10.400011  271
    -2.4000818       11.200035  304
    -2.4000167       11.999933  304
    -2.3999588       12.800064  304
    -2.4000012       13.599971  321
    -2.3999785       14.400088  321
    -2.4000761       15.199932  331
    -2.3999202       16.000017  331
    -2.4000301        16.79998  331
    -2.3999419       17.599975  350
    -2.3999931       18.399987  350
    -2.3999147       19.200084  350
    -2.4000994       19.999915  350
    -2.4000227       20.799964  350
    -2.4000699       21.600084  350
    -2.4000759       22.400003  350
    -1.6000213       -21.60001  156
    -1.6000097      -20.799943  156
    -1.6000841      -19.999948  156
    -1.6000519      -19.200008  156
     -1.599997      -18.400056  156
    -1.5999124      -17.599928  143
    -1.5999231      -16.800041  143
    -1.5999469      -15.999944  143
    -1.6000455       -15.20007  143
    -1.5999897      -14.400003  140
    -1.6000059      -13.599995  140
    -1.5999991       -12.79996  128
    -1.5999083        -11.9999  128
    -1.5999354           -11.2  126
    -1.5999157      -10.399929  117
    -1.5999211      -9.6000028  117
    -1.6000373      -8.8000709  117
    -1.6000104      -8.0000086   97
    -1.6000973      -7.2000238   98
    -1.5999396      -6.4000551   83
    -1.5999259      -5.6000042   83
     -1.599948      -4.8000682   67
    -1.5999368      -4.0000986   67
    -1.5999563      -3.1999005   60
    -1.5999712      -2.4000426   43
    -1.5999095      -1.5999215   28
     -1.600035     -0.80007518   25
    -1.6000023  -5.9483827e-05   23
    -1.6000424      0.80003565   24
    -1.6000424       1.5999254   63
    -1.5999468       2.4000024  110
    -1.5999379          3.1999  185
    -1.6000634       4.0000765  192
    -1.5999382        4.799966  195
    -1.5999272       5.5999262  205
    -1.6000511       6.4000379  205
    -1.5999379       7.1999233  239
    -1.6000797       8.0000539  239
    -1.5999632       8.7999987  260
    -1.5999886       9.6000337  276
     -1.599901       10.399941  276
     -1.599936       11.200022  304
    -1.6000263       11.999925  304
    -1.5999215       12.799908  323
    -1.6000838       13.599971  323
    -1.5999517       14.399975  323
    -1.6000593       15.199988  331
    -1.6000044       15.999936  331
    -1.5999775       16.799901  331
    -1.6000419       17.599913  350
    -1.6000073       18.400015  350
    -1.6000952       19.199955  350
    -1.6000426       19.999953  350
    -1.5999385       20.800033  350
    -1.6000651       21.600035  350
    -1.6000736       22.400089  350
   -0.79999836      -21.599942  156
   -0.79993134      -20.800028  156
   -0.79995548      -20.000034  156
   -0.80003345      -19.199962  156
   -0.80006075       -18.40003  156
   -0.79991787      -17.600086  143
   -0.79992842      -16.800004  143
   -0.80004086       -16.00006  143
   -0.79991741      -15.199912  140
   -0.79990063      -14.399958  140
    -0.8000512      -13.600094  140
    -0.8000918      -12.800082  140
   -0.79993276       -12.00006  126
   -0.80002777      -11.200014  126
   -0.80009244       -10.39994  126
   -0.79994085      -9.5999755  117
   -0.80008369      -8.7999873  117
   -0.79998663      -8.0000321   97
    -0.8000113      -7.1999504   97
   -0.80009025      -6.4000731   83
   -0.79995381      -5.6000702   69
   -0.79999398      -4.8000191   69
   -0.79994131       -3.999953   58
   -0.80009627      -3.2000056   44
   -0.80002062      -2.4000951   29
   -0.79996708       -1.599988   22
   -0.80007848      -0.7999269    5
   -0.79990634  -1.1511165e-05    4
   -0.80004621      0.79999483    8
   -0.80002182       1.6000266   14
   -0.79998097       2.3999748   66
   -0.80008939       3.2000588  190
   -0.80006689       4.0000288  198
    -0.8000314       4.8000384  204
   -0.80009118       5.5999545  204
   -0.80006324       6.4000552  230
   -0.80004739       7.1999706  230
   -0.80003124       8.0000968  260
   -0.80002357       8.8000079  260
    -0.7999189       9.5999091  276
   -0.79992231       10.399917  276
   -0.80007403       11.199965  307
   -0.80000214       11.999968  307
   -0.80002072       12.799988  323
   -0.79996921       13.600036  323
   -0.80008224        14.40001  323
   -0.80000807       15.199919  335
   -0.79992753       16.000011  335
   -0.79995172       16.800084  335
   -0.79997776       17.599992  335
   -0.80008418       18.400086  350
   -0.79994608       19.199947  350
   -0.80008274       20.000027  350
   -0.80002571        20.79999  350
   -0.79997592       21.599954  350
   -0.79990349       22.400083  350
 1.9311714e-05      -21.599948  156
 5.3478063e-05      -20.799992  156
-4.8362304e-05      -20.000047  156
-2.7451413e-05       -19.19999  156
-8.6936787e-05       -18.40007  156
-2.5220859e-05      -17.600089  149
-9.9317556e-05      -16.800058  149
 4.0853156e-05      -16.000016  149
 7.8224417e-05      -15.199995  140
 5.1845432e-06       -14.40002  140
 2.9950143e-05      -13.600045  140
 5.0553572e-05      -12.800054  140
 4.7994279e-05      -12.000007  126
 9.2967006e-05      -11.199964  126
-3.3904398e-05      -10.399935  126
  3.820299e-05      -9.5999534  118
 6.2438296e-05      -8.7999987  118
-2.7866912e-05      -7.9999472   97
 8.0860855e-07      -7.1999518   86
 3.2176147e-05      -6.3999675   77
-2.5894815e-05      -5.6000962   77
-9.6570249e-05      -4.8000612   69
-9.7422244e-06      -4.0000921   58
 8.7357846e-05      -3.1999406   39
-6.3686595e-05      -2.4000141   26
-2.3325247e-05      -1.5999976   19
-9.4457631e-05      -0.8000579    3
 5.3630771e-05   3.8398062e-05    0
  2.397089e-05        0.799985    6
-5.2070689e-05       1.5999761   10
-2.8080016e-05        2.400052   50
-5.8555746e-05       3.2000615  196
-9.1051385e-05       3.9999292  200
 7.7728131e-05       4.8000872  209
 5.1360132e-07       5.5999276  209
-5.6146659e-05       6.4000233  240
-6.0869028e-05       7.2000826  240
 -2.750631e-05       7.9999634  269
-2.5788509e-05       8.7999475  269
-4.1367966e-05       9.5999955  287
 9.6801115e-05       10.399903  287
 5.8278083e-06       11.200022  307
 2.7990829e-05       11.999999  307
-1.5420717e-05       12.800037  323
-9.9849538e-05       13.599936  323
-4.6874584e-06       14.399972  323
-6.8393791e-05       15.200014  335
-9.9089502e-06         15.9999  335
-2.7686578e-05       16.799942  335
 -7.135608e-05       17.600018  335
-6.3406223e-05       18.400043  352
 8.7790228e-05       19.200014  352
-8.1440259e-05       20.000063  352
-3.0189753e-05       20.800063  352
-7.7067125e-05       21.600051  352
    0.79998581      -21.600015  156
    0.79994346      -20.800099  156
    0.80008562       -19.99993  156
    0.80007172        -19.2001  156
    0.80002328      -18.399978  149
    0.80004771      -17.600071  149
    0.80007883      -16.800065  149
    0.79995664      -15.999902  149
    0.79991836      -15.200098  149
    0.80002843      -14.399981  140
    0.80008377      -13.600048  140
     0.8000213      -12.799934  131
    0.80006345      -11.999976  131
    0.80000797      -11.199977  126
    0.79994836      -10.399922  125
    0.80004189      -9.6000718  118
    0.80005342      -8.7999061  118
    0.80001786      -7.9999614   96
    0.79994772      -7.2000392   86
    0.79992705      -6.4000688   86
    0.79993278       -5.599909   77
    0.80005496      -4.8000478   57
    0.80004237      -4.0000868   57
    0.79992425       -3.200012   38
     0.8000578      -2.4000318   27
    0.80006755       -1.599947   18
    0.79992239     -0.79991958    2
    0.79991687  -5.2996307e-05    1
    0.79998121      0.79991852    7
    0.80006024       1.5999205   11
    0.80004762       2.4000094   46
     0.8000664       3.1999781  199
    0.80001565       3.9999495  208
     0.8000323       4.8000788  218
    0.79994314       5.6000639  235
    0.80001689       6.4000761  235
    0.79995138       7.1999124  261
    0.80003978       7.9999563  261
    0.80003102       8.7999415  269
    0.79996502        9.600042  287
    0.80003363       10.400008  287
    0.79999199        11.20007  307
    0.80009027       11.999959  307
    0.80007697       12.800036  326
    0.79990826       13.599997  326
    0.79990144        14.39999  326
    0.79998617       15.200057  335
    0.80004449        15.99998  335
    0.79992036       16.800064  335
    0.80008099       17.599922  335
    0.79995306       18.400079  352
    0.80004773       19.199949  352
    0.79991926       19.999986  352
    0.80003254       20.800021  352
    0.79995841       21.600048  352
      1.600086      -21.600087  293
      1.599956      -20.800073  293
     1.5999127      -19.999949  293
     1.5999427      -19.200002  293
     1.5999834      -18.400023  149
     1.5999535      -17.599973  149
     1.5999009      -16.800002  149
       1.60008      -16.000063  149
     1.5999445      -15.200047  149
     1.6000772       -14.40001  149
      1.599964      -13.600036  131
      1.599923      -12.800075  131
     1.6000133      -12.000049  131
     1.5999574      -11.200013  125
     1.6000615      -10.400038  125
     1.6000993      -9.6000243  125
      1.600031      -8.7999231   96
     1.6000906      -8.0000392   96
     1.5999619      -7.2000137   87
     1.6000868       -6.399948   87
     1.5999747      -5.5999065   70
      1.600053      -4.8000285   70
     1.6000991      -3.9999478   56
     1.5999666      -3.1999661   40
     1.6000364      -2.3999248   30
     1.5999529      -1.6000531   21
     1.6000219     -0.79996677   13
     1.5999266  -7.4670317e-07    9
     1.5999715      0.79997873   12
     1.6000808       1.6000311   15
     1.5999815       2.4000953   47
      1.599976       3.1999019  206
     1.6000502       3.9999963  215
     1.5999414       4.7999148  218
     1.6000628        5.600024  246
     1.5999557       6.4000574  246
     1.6000743        7.200059  270
     1.5999422       8.0000159  261
     1.5999785       8.7999203  261
     1.5999325       9.6000845  288
     1.6000788       10.399974  287
     1.5999642        11.19995  309
     1.6000871       12.000012  309
     1.6000472       12.799911  326
     1.5999956       13.600084  326
     1.5999512       14.399948  326
     1.6000191        15.19994  342
     1.6000412       16.000041  342
     1.6000032       16.799977  342
     1.5999851       17.599935  342
     1.5999743       18.400042  352
      1.600066       19.200022  352
     1.5999317       20.000058  352
     1.5999876       20.800001  352
     1.6000805       21.600044  352
     2.3999969      -22.400077  293
     2.4000168      -21.600008  293
     2.4000578      -20.800092  293
      2.399932      -19.999974  293
     2.3999005      -19.200041  293
     2.3999855      -18.399975  293
     2.4000439      -17.600038  149
     2.3999815      -16.799903  149
     2.3999597      -15.999993  149
      2.400018      -15.199954  149
     2.4000524      -14.400004  147
     2.4000606       -13.60003  147
      2.399976      -12.799995  131
     2.3999522       -11.99993  131
      2.399906      -11.200042  125
     2.4000697      -10.399964  125
     2.3999751      -9.6000559  123
     2.3999927        -8.79995  123
     2.4000799      -8.0000553  108
     2.4000234      -7.1999339   87
     2.3999313      -6.3999002   87
     2.4000931      -5.6000331   73
     2.3999633      -4.8000558   73
     2.3999231       -4.000007   56
     2.4000786      -3.2000874   42
     2.4000053      -2.4000664   35
     2.3999516      -1.5999901   31
     2.3999708      -0.7999819   20
      2.400077  -9.2711867e-05   17
     2.3999254      0.79998627   16
      2.399942       1.6000944   34
     2.4000515       2.3999464   53
     2.4000999       3.1999323  214
     2.4000048       3.9999996  231
     2.4000208       4.8000285  243
     2.4000179       5.6000508  243
     2.3999533       6.4000962  264
     2.4000262       7.1999295  270
     2.3999172       8.0000664  270
     2.3999135       8.7999197  288
     2.3999602       9.5999902  288
     2.4000042       10.400095  288
     2.4000951       11.199918  309
     2.4000503        11.99996  309
      2.399937       12.800035  326
     2.3999762       13.600059  326
      2.400073        14.39993  326
     2.4000702       15.200059  342
      2.399994       16.000016  342
     2.3999061       16.799996  342
     2.4000683       17.599942  342
     2.4000009        18.40008  352
     2.3999929        19.20005  352
      2.400096       19.999941  352
       2.39999        20.79992  352
      2.399937       21.600099  352
     3.2000324      -22.399992  293
     3.2000731      -21.600063  293
     3.2000383      -20.800019  293
     3.2000674      -20.000009  293
     3.1999644      -19.200018  293
     3.2000106      -18.400087  293
      3.200061      -17.599943  157
     3.2000886      -16.800049  157
     3.2000964      -15.999912  157
     3.2000628      -15.199989  147
     3.2000274      -14.399901  147
      3.200022       -13.60005  147
     3.2000335      -12.800086  147
     3.2000597      -12.000071  141
     3.1999374      -11.199926  141
     3.1999637      -10.399903  141
     3.1999922      -9.6000474  123
     3.2000734      -8.8000777  123
     3.1999664      -7.9999676  108
     3.2000381      -7.2000824  108
     3.2000669      -6.3999464   85
     3.2000712      -5.6000402   85
     3.1999798      -4.7999399   71
     3.1999964      -4.0000975   71
     3.1999191      -3.1999016   54
     3.1999497      -2.3999188   41
     3.1999813      -1.6000159   37
     3.1999908     -0.80000806   33
     3.1999036  -7.2708281e-05   32
      3.199944      0.80001581   36
     3.2000217       1.5999751   49
     3.1999667       2.3999665  217
     3.2000816       3.2000497  232
     3.1999211       4.0000759  231
     3.2000628       4.7999334  251
     3.1999966       5.6000101  264
     3.1999573       6.3999204  264
     3.2000188       7.2000212  283
     3.2000874       8.0000914  283
     3.1999167       8.7999744  283
     3.2000535        9.600082  288
     3.1999422       10.399986  288
     3.2000375       11.199984  309
     3.1999479       11.999961  309
     3.1999265       12.800021  309
     3.2000654       13.599924  330
     3.1999043       14.399911  330
     3.1999237       15.199975  330
      3.199955        15.99996  342
     3.1999779        16.80004  342
     3.2000336        17.60007  342
     3.2000395       18.400076  352
     3.2000722       19.199901  352
     3.2000856       20.000088  352
     3.2000084       20.800068  352
       3.19992       21.599969  352
     3.9999889       -22.40002  293
     4.0000527      -21.599922  293
     4.0000264      -20.799961  293
     4.0000746      -20.000087  293
     3.9999752      -19.199948  293
     3.9999371      -18.400055  293
     3.9999356      -17.599999  157
     3.9999265      -16.800024  157
     3.9999797       -16.00003  157
     4.0000058      -15.199954  157
     3.9999166      -14.399992  147
     4.0000022      -13.600065  147
     4.0000558      -12.799933  147
     4.0000729      -11.999988  141
     3.9999751      -11.200081  141
     4.0000151      -10.400045  141
      4.000045      -9.6000326  130
     3.9999513      -8.8000195  130
     4.0000315      -7.9999402  124
     3.9999954      -7.2000675  124
     3.9999736      -6.3999578  107
     4.0000624      -5.6000409   90
     3.9999915      -4.7999872   84
     4.0000577      -3.9999303   72
     4.0000598      -3.2000492   72
     4.0000608      -2.3999799   55
     4.0000881      -1.5999902   51
     3.9999673     -0.79999431   45
      4.000096   7.3294446e-05   48
     3.9999241      0.79992812   52
     3.9999849       1.6000257  223
     3.9999797        2.400047  234
     4.0000157       3.1999788  245
     4.0000472       4.0000413  252
     4.0000941       4.8000542  251
     4.0000752       5.5999376  274
     4.0000588       6.4000488  282
     4.0000693        7.199979  282
     4.0000512       7.9999439  283
     3.9999608       8.8000575  283
     4.0000573        9.599981  306
     3.9999215       10.399966  306
     3.9999645       11.199963  325
     4.0000132       12.000078  325
       3.99992       12.800063  325
     4.0000008        13.60002  330
     4.0000965       14.399991  330
      3.999922       15.200029  330
     3.9999349       16.000029  330
     3.9999435       16.800015  342
     3.9999643       17.599996  348
     3.9999847       18.399903  348
     3.9999648        19.19995  348
     3.9999983        19.99999  352
     3.9999642       20.799937  352
     3.9999573       21.600064  352
     4.8000103      -22.399946  293
     4.8000046      -21.600014  293
     4.8000458      -20.800092  293
     4.8000344      -20.000069  293
     4.7999067      -19.200051  293
     4.8000397      -18.399997  293
     4.8000548      -17.599915  157
     4.8000502      -16.800096  157
     4.7999373      -16.000034  157
     4.8000717      -15.199939  157
     4.8000204      -14.399939  225
     4.7999074      -13.599934  147
     4.7999322      -12.799989  148
     4.8000927      -12.000054  148
     4.8000828      -11.200096  145
     4.8000673       -10.40004  145
     4.7999859      -9.6000993  130
     4.8000633      -8.7999196  142
     4.8000465      -7.9999151  124
     4.8000949      -7.2000867  129
     4.7999046      -6.4000814  107
      4.799946      -5.6000762   90
     4.7999586      -4.7999336   84
     4.8000117      -3.9999747   88
     4.7999882      -3.1999049   76
      4.799933      -2.3999308   76
     4.7999002      -1.5999494   74
     4.8000353      -0.7999067   75
     4.7999609   3.0999698e-05   89
     4.8000665      0.79993307  229
     4.7999128       1.6000855  238
     4.7999917       2.3999676  248
     4.8000777       3.1999562  245
     4.8000665       4.0000509  252
     4.7999706       4.8000821  274
     4.7999089       5.5999746  274
     4.8000149       6.3999073  282
     4.7999923       7.1999913  282
     4.8000194       8.0000003  305
     4.8000368       8.7999072  305
     4.8000893       9.5999052  306
     4.7999274       10.399997  306
     4.8000264       11.200066  325
     4.7999038       11.999968  325
     4.8000582       12.800048  325
     4.8000441       13.599989  330
     4.7999181       14.399902  330
     4.7999794       15.200095  330
     4.8000101       16.000036  330
     4.8000851       16.799946  348
     4.8000296       17.599964  348
     4.7999619       18.399978  348
     4.8000222       19.199997  348
      4.799904       19.999905  348
     4.8000832       20.800028  348
      4.800049       21.600097  348
     5.6000948      -22.399924  293
     5.5999451       -21.60005  293
     5.5999461      -20.800092  293
     5.6000256      -20.000006  293
     5.5999994      -19.200007  293
     5.6000731      -18.399967  293
     5.5999834      -17.600075  157
     5.6000838      -16.799958  157
     5.5999862      -16.000065  157
     5.5999772      -15.199941  225
       5.60001      -14.400005  225
     5.5999935       -13.60003  225
     5.5999868      -12.799921  148
     5.6000626      -12.000041  148
     5.5999865      -11.200015  145
     5.6000822      -10.399977  145
     5.5999671      -9.5999695  142
     5.6000694       -8.799986  142
     5.5999095      -8.0000334  129
     5.6000569      -7.2000452  129
     5.5999135       -6.400057  144
     5.6000895      -5.5999948  144
     5.6000982      -4.8000201  146
