#              x               y      signal       noise
      -11.999940       15.199911      159.57       12.69
      -11.999978       16.000005      139.44       12.67
      -12.000019       16.800089      122.11       11.92
      -12.000038       17.600078      112.96       11.41
      -11.999917       18.400019      105.60       10.21
      -12.000076       19.199907       54.78        7.47
      -11.999921       20.000064       52.31        6.97
      -11.199979      -20.799984       32.31        6.46
      -11.200021      -20.000052       34.93        6.10
      -11.199962      -19.200090       44.18        6.84
      -11.200098      -18.399997       45.27        7.31
      -11.200013      -17.600004       51.83        7.52
      -11.200100      -16.800095       52.46        6.53
      -11.200020      -15.999924       57.24        7.45
      -11.199998      -15.199989       67.96        7.61
      -11.200076      -14.399947       77.31        8.97
      -11.200023      -13.600077       96.35       10.29
      -11.199920      -12.799910      118.20       11.85
      -11.199979      -12.000034      120.81       11.22
      -11.199978      -11.200090      132.63       11.29
      -11.199924      -10.400020      124.64       11.06
      -11.199997      -9.6000837      124.57       10.90
      -11.199914      -8.8000984      137.26       11.46
      -11.200019      -8.0000936      132.89       10.69
      -11.200031      -7.1999372      144.40       12.41
      -11.200026      -6.3999175      137.07       11.34
      -11.199998      -5.5999719      144.98       11.70
      -11.199984      -4.8000446      169.91       13.26
      -11.199981      -3.9999600      173.55       12.95
      -11.200038      -3.1999534      194.95       13.83
      -11.199979      -2.4000028      200.83       14.41
      -11.200064      -1.5999319      206.94       13.97
      -11.199937     -0.80008421      215.76       13.81
      -11.200028 -4.3999618e-005      224.02       14.98
      -11.199944      0.80009049      242.90       15.53
      -11.199925       1.5999887      239.74       16.14
      -11.200085       2.4000923      243.93       15.57
      -11.200019       3.2000480      247.02       16.39
      -11.200089       3.9999942      260.33       16.31
      -11.200040       4.8000686      250.87       16.09
      -11.200044       5.5999570      259.34       16.87
      -11.199951       6.4000266      250.06       16.52
      -11.200024       7.1999649      253.89       15.87
      -11.199985       8.0000246      240.99       15.74
      -11.199911       8.8000045      231.62       15.68
      -11.200093       9.6000977      246.89       15.71
      -11.200094       10.400013      299.73       17.11
      -11.199942       11.199934      344.28       17.96
      -11.199995       12.000053      349.11       18.31
      -11.199986       12.799948      297.61       16.72
      -11.200085       13.600009      242.37       16.11
      -11.200079       14.400092      210.06       14.83
      -11.200037       15.200062      169.90       12.93
      -11.199998       16.000044      139.25       12.66
      -11.199990       16.799935      120.64       11.54
      -11.199912       17.599940      114.47       11.13
      -11.199913       18.400003      112.72       10.60
      -11.199951       19.199935       56.12        8.17
      -11.199980       20.000038       56.73        8.03
      -10.399934      -20.000014       35.04        6.46
      -10.399947      -19.200063       43.41        5.85
      -10.400085      -18.399982       41.79        6.54
      -10.400071      -17.600064       54.64        6.96
      -10.399972      -16.800066       54.17        7.01
      -10.399907      -15.999937       67.03        6.81
      -10.400035      -15.199956       71.09        9.06
      -10.399957      -14.399904       88.63        9.11
      -10.400006      -13.600049      103.92       10.42
      -10.400090      -12.800036      116.30       10.77
      -10.400070      -11.999989      119.32       10.37
      -10.400036      -11.200082      119.35       10.63
      -10.400085      -10.400017      122.97       11.36
      -10.400008      -9.5999672      132.26       11.00
      -10.400076      -8.8000569      128.57       11.31
      -10.400060      -7.9999812      136.48       12.76
      -10.400096      -7.2000176      138.29       12.58
      -10.400074      -6.4000282      156.68       12.91
      -10.400067      -5.6000042      159.35       12.00
      -10.400074      -4.7999958      177.55       14.01
      -10.399995      -4.0000403      209.91       14.10
      -10.400051      -3.2000880      215.43       13.57
      -10.399906      -2.3999677      224.15       15.20
      -10.400055      -1.5999763      234.12       14.65
      -10.399996     -0.80004680      273.45       16.36
      -10.400068  9.2783950e-005      297.52       18.20
      -10.400068      0.79991504      280.94       16.48
      -10.399933       1.6000502      290.27       17.03
      -10.399911       2.3999442      302.62       16.73
      -10.400038       3.1999145      295.77       17.51
      -10.400005       3.9999598      288.00       16.55
      -10.400078       4.8000231      298.76       16.96
      -10.400100       5.6000232      290.33       17.46
      -10.399941       6.3999521      313.87       17.43
      -10.399971       7.1999932      290.39       17.81
      -10.399923       8.0000346      297.24       17.54
      -10.400029       8.7999894      301.25       17.93
      -10.400086       9.6000044      291.93       17.26
      -10.400046       10.400059      311.72       17.84
      -10.399976       11.200076      356.73       18.46
      -10.399976       12.000053      367.12       20.04
      -10.399945       12.799958      340.90       19.05
      -10.399997       13.600037      286.17       17.33
      -10.400071       14.399935      219.27       14.17
      -10.400043       15.199974      174.33       13.90
      -10.400011       16.000053      147.18       11.84
      -10.399958       16.800033      126.53       10.90
      -10.399975       17.600077      118.19        9.66
      -10.400032       18.399942       99.71        9.38
      -10.399958       19.200070       57.57        6.85
      -10.399972       20.000033       51.62        7.51
      -9.5999288      -20.000044       32.90        6.45
      -9.5999048      -19.199947       39.79        5.60
      -9.5999547      -18.400049       47.44        7.28
      -9.5999585      -17.599921       60.33        7.48
      -9.5999143      -16.799945       66.76        7.78
      -9.5999920      -15.999923       67.64        8.08
      -9.6000299      -15.199932       83.11        9.79
      -9.5999024      -14.400011       94.65        9.53
      -9.5999354      -13.599957      109.53       11.45
      -9.5999694      -12.800100      114.18       10.41
      -9.6000522      -11.999902      111.24       10.87
      -9.6000365      -11.200064      119.55       11.33
      -9.6000886      -10.400048      125.54       11.41
      -9.5999545      -9.5999265      133.15       12.20
      -9.6000217      -8.8000032      143.46       11.84
      -9.5999432      -7.9999629      145.85       12.03
      -9.6000058      -7.1999360      153.55       12.08
      -9.5999128      -6.3999027      178.19       13.12
      -9.5999445      -5.6000711      196.26       14.05
      -9.5999820      -4.7999262      208.31       14.82
      -9.5999976      -3.9999228      230.07       15.31
      -9.5999407      -3.1999267      253.14       16.33
      -9.5999060      -2.3999319      277.18       16.87
      -9.5999326      -1.6000288      270.29       16.18
      -9.5999698     -0.79991504      310.34       18.39
      -9.6000073  8.5081505e-005      317.76       18.02
      -9.5999608      0.79991559      348.34       18.46
      -9.6000283       1.5999081      343.06       19.18
      -9.5999934       2.4000108      358.94       19.19
      -9.5999260       3.1999122      345.44       17.88
      -9.6000328       4.0000756      340.71       18.22
      -9.5999198       4.7999302      344.97       17.74
      -9.6000714       5.5999614      338.94       18.40
      -9.6000908       6.4000788      349.49       19.11
      -9.6000949       7.2000620      345.21       19.05
      -9.5999873       7.9999792      350.70       18.91
      -9.5999045       8.8000451      356.84       19.45
      -9.5999960       9.5999970      361.55       19.12
      -9.5999551       10.400068      360.53       18.96
      -9.5999450       11.199925      398.88       19.86
      -9.5999668       12.000070      406.17       19.93
      -9.5999150       12.799960      365.60       17.98
      -9.5999590       13.599960      282.26       16.70
      -9.6000312       14.400062      220.00       14.42
      -9.6000764       15.200027      174.56       13.67
      -9.6000277       16.000047      152.65       12.54
      -9.6000068       16.800085      128.57       10.91
      -9.6000697       17.599967      122.43       11.95
      -9.5999370       18.400020      109.53        9.92
      -9.6000329       19.200094       60.10        7.91
      -9.5999194       19.999903       54.51        6.79
      -8.8000614      -19.199975       42.46        5.76
      -8.8000965      -18.400088       49.88        7.19
      -8.8000081      -17.600094       60.93        8.78
      -8.8000869      -16.800063       69.28        8.99
      -8.8000621      -16.000010       80.22        9.49
      -8.7999083      -15.200080       93.64        9.85
      -8.8000511      -14.400061      100.09        9.95
      -8.8000902      -13.599945      112.52       10.81
      -8.8000577      -12.800048      118.83       10.59
      -8.8000269      -11.999935      117.48       10.02
      -8.8000147      -11.199988      130.53       10.70
      -8.8000973      -10.399984      135.34       11.44
      -8.7999553      -9.5999926      142.55       12.02
      -8.8000671      -8.7999092      150.07       12.07
      -8.8000725      -7.9999081      151.78       13.06
      -8.7999642      -7.1999127      170.57       13.13
      -8.8000278      -6.4000065      197.48       13.64
      -8.7999815      -5.6000803      212.05       14.96
      -8.8000220      -4.7999420      250.34       15.32
      -8.8000598      -3.9999407      278.30       15.83
      -8.7999719      -3.2000815      305.38       16.98
      -8.8000233      -2.3999587      299.96       16.11
      -8.7999595      -1.6000989      354.16       18.97
      -8.7999705     -0.80000393      354.96       18.44
      -8.7999289  4.7171521e-005      405.24       20.24
      -8.7999668      0.79997544      403.29       19.81
      -8.8000461       1.6000695      403.58       20.25
      -8.8000425       2.3999458      419.11       19.85
      -8.7999310       3.2000071      397.11       20.05
      -8.7999302       4.0000164      385.35       19.70
      -8.8000609       4.8000862      391.11       19.31
      -8.7999628       5.6000178      390.70       19.79
      -8.7999021       6.4000523      407.88       20.10
      -8.8000728       7.1999695      402.13       20.56
      -8.8000735       7.9999603      446.05       20.91
      -8.8000319       8.8000429      440.60       21.27
      -8.7999877       9.6000582      428.99       21.19
      -8.8000502       10.399922      446.98       21.55
      -8.8000925       11.199911      449.39       21.53
      -8.8000792       12.000000      487.84       21.54
      -8.7999548       12.800046      428.30       20.77
      -8.7999749       13.600082      321.14       17.86
      -8.8000626       14.400058      224.31       15.01
      -8.8000918       15.200072      171.86       13.58
      -8.8000590       16.000009      147.68       12.37
      -8.7999614       16.799959      137.03       11.82
      -8.8000343       17.599988      131.27       12.41
      -8.7999544       18.399998      127.18       12.03
      -8.7999290       19.200042       56.08        7.34
      -8.8000146       19.999905       56.88        7.73
      -7.9999664      -19.200029       40.42        6.72
      -8.0000024      -18.399900       52.03        7.66
      -8.0000535      -17.599942       62.01        8.07
      -7.9999209      -16.800024       73.55        8.56
      -8.0000717      -16.000077       82.23        9.10
      -8.0000767      -15.199948      106.15       10.35
      -8.0000999      -14.399947      109.85       10.03
      -7.9999963      -13.599977      110.75       10.92
      -7.9999910      -12.799909      123.08        9.43
      -8.0000421      -12.000042      122.28       11.21
      -8.0000971      -11.200087      137.02       11.57
      -7.9999347      -10.399947      133.33       11.90
      -7.9999393      -9.5999077      130.71       11.51
      -7.9999308      -8.8000258      152.28       11.37
      -7.9999639      -8.0000416      172.62       13.80
      -8.0000373      -7.1999999      200.18       14.38
      -7.9999987      -6.4000683      225.70       15.05
      -8.0000355      -5.5999938      242.40       15.22
      -7.9999002      -4.8000828      274.51       16.41
      -7.9999504      -3.9999378      322.55       17.62
      -7.9999137      -3.1999184      309.30       18.22
      -7.9999680      -2.3999919      356.16       19.57
      -7.9999584      -1.6000411      405.46       19.77
      -7.9999720     -0.79997991      434.37       20.84
      -7.9999280  9.4233015e-005      489.76       22.12
      -7.9999051      0.80005529      471.69       22.10
      -7.9999440       1.5999953      484.92       21.71
      -8.0000698       2.3999996      462.49       21.56
      -7.9999280       3.2000355      445.43       21.40
      -7.9999629       4.0000693      457.53       21.96
      -7.9999833       4.8000496      459.79       22.19
      -8.0000690       5.5999247      449.62       20.99
      -8.0000415       6.3999318      435.73       20.29
      -7.9999703       7.2000593      481.84       21.53
      -7.9999198       8.0000799      483.27       21.99
      -8.0000519       8.7999201      520.04       22.40
      -8.0000425       9.6000632      518.18       22.57
      -8.0000611       10.400048      515.75       22.40
      -7.9999208       11.199974      551.15       22.85
      -8.0000898       11.999923      539.01       23.47
      -8.0000872       12.799949      467.78       21.77
      -8.0000008       13.599961      313.55       16.99
      -8.0000295       14.399964      202.62       13.97
      -7.9999856       15.199986      175.90       12.66
      -7.9999084       16.000054      154.32       11.31
      -7.9999024       16.800010      146.58       12.88
      -8.0000508       17.599934      129.10       11.69
      -7.9999524       18.399906      116.71       10.84
      -7.9999510       19.199933       58.08        7.99
      -8.0000824       19.999919       54.29        7.43
      -7.2000750      -19.199936       42.04        6.29
      -7.1999139      -18.399909       41.83        6.24
      -7.1999581      -17.600091       70.09        8.82
      -7.2000595      -16.800076       77.36        8.33
      -7.1999581      -16.000086       92.09       10.41
      -7.1999354      -15.199918      103.69        9.61
      -7.2000484      -14.399964      106.74       10.10
      -7.2000305      -13.599945      116.60       10.29
      -7.2000525      -12.799921      118.48       10.96
      -7.1999564      -11.999922      128.38       11.37
      -7.1999568      -11.199948      130.71       11.57
      -7.2000245      -10.400001      126.48       11.73
      -7.1999035      -9.6000862      144.52       12.44
      -7.2000690      -8.7999302      159.37       11.69
      -7.2000227      -7.9999590      185.04       12.96
      -7.2000828      -7.1999442      220.98       15.32
      -7.2000524      -6.3999601      235.92       14.71
      -7.2000135      -5.5999492      279.99       16.10
      -7.1999862      -4.8000094      321.64       17.52
      -7.1999824      -4.0000280      352.94       18.89
      -7.2000621      -3.2000235      366.15       19.16
      -7.2000726      -2.4000360      413.71       20.84
      -7.2000037      -1.6000631      465.87       21.54
      -7.2000728     -0.80008904      520.68       23.38
      -7.1999454 -1.9384264e-005      543.07       24.03
      -7.1999735      0.79995796      553.63       23.75
      -7.1999967       1.5999940      533.92       23.84
      -7.1999864       2.4000525      526.59       23.23
      -7.1999911       3.1999739      535.25       23.23
      -7.2000119       3.9999494      536.69       22.18
      -7.1999217       4.8000831      525.03       21.98
      -7.1999916       5.6000111      521.37       22.04
      -7.2000835       6.3999008      487.62       21.89
      -7.1999713       7.2000369      501.86       21.83
      -7.1999631       8.0000623      552.48       23.80
      -7.1999373       8.7999931      553.21       23.28
      -7.1999579       9.5999556      576.95       23.39
      -7.1999530       10.400088      573.80       23.63
      -7.2000273       11.200067      586.32       24.01
      -7.1999401       12.000083      571.80       24.80
      -7.1999216       12.800031      465.32       20.91
      -7.2000138       13.599957      311.19       17.91
      -7.2000831       14.399948      203.91       13.40
      -7.2000318       15.199920      165.90       12.68
      -7.2000261       16.000009      174.82       12.80
      -7.1999196       16.799945      153.95       13.07
      -7.2000369       17.600062      136.97       12.05
      -7.2000803       18.400053       98.57        9.97
      -7.1999796       19.200090       67.65        8.33
      -7.2000983       19.999970       49.40        6.94
      -6.3999587      -20.800025       31.94        5.44
      -6.3999536      -19.999916       34.86        5.14
      -6.3999950      -19.200074       47.15        6.91
      -6.3999977      -18.399951       54.90        8.50
      -6.4000278      -17.600013       71.33        9.38
      -6.4000243      -16.800072      102.28       10.07
      -6.4000206      -15.999984      126.20       10.73
      -6.4000588      -15.199942      141.04       12.24
      -6.3999054      -14.399995      152.00       12.14
      -6.4000519      -13.599995      130.49       11.59
      -6.3999664      -12.799985      142.01       11.62
      -6.3999380      -12.000067      144.31       11.04
      -6.4000983      -11.199957      146.13       12.65
      -6.3999125      -10.400018      140.73       12.01
      -6.4000562      -9.5999248      144.18       12.58
      -6.3999862      -8.7999453      168.33       13.43
      -6.3999723      -7.9999869      203.48       14.03
      -6.3999962      -7.1999634      228.26       14.88
      -6.3999478      -6.4000590      259.45       15.92
      -6.3999348      -5.6000756      299.85       18.20
      -6.3999688      -4.7999948      316.96       18.39
      -6.4000898      -4.0000203      375.17       18.93
      -6.4000743      -3.1999429      415.65       20.31
      -6.3999010      -2.4000829      447.37       20.76
      -6.4000985      -1.6000504      528.67       22.78
      -6.4000155     -0.79991527      618.57       24.32
      -6.3999706  5.6715427e-005      666.72       26.97
      -6.3999095      0.80007837      675.65       27.14
      -6.3999696       1.6000217      632.26       24.19
      -6.3999372       2.3999577      663.74       25.30
      -6.3999406       3.1999971      638.05       25.68
      -6.3999871       4.0000463      610.83       24.52
      -6.4000807       4.7999327      583.51       23.96
      -6.4000414       5.6000611      554.91       24.04
      -6.4000398       6.3999278      513.58       22.76
      -6.4000937       7.1999095      531.02       22.43
      -6.4000638       8.0000255      555.34       23.66
      -6.3999926       8.7999466      580.35       23.55
      -6.3999142       9.6000761      573.12       23.97
      -6.4000116       10.399928      590.08       23.96
      -6.3999896       11.200028      572.23       24.28
      -6.3999098       12.000093      531.72       22.78
      -6.4000809       12.800003      439.10       21.10
      -6.4000510       13.600000      293.95       16.99
      -6.4000599       14.399902      197.54       14.19
      -6.3999702       15.200004      187.87       14.65
      -6.4000702       15.999932      166.02       13.23
      -6.3999950       16.799916      146.32       12.70
      -6.4000266       17.600035      108.15       10.25
      -6.3999063       18.399986       94.19        9.52
      -6.4000457       19.200035       52.39        6.73
      -6.4000395       19.999912       49.59        6.99
      -5.6000394      -21.600077       32.81        5.61
      -5.6000801      -20.800062       35.04        6.38
      -5.5999561      -20.000034       39.71        5.81
      -5.5999159      -19.200035       50.40        7.12
      -5.6000382      -18.399960       57.68        7.86
      -5.5999722      -17.600016       78.83        8.28
      -5.6000428      -16.799914      120.58       10.99
      -5.6000000      -16.000086      143.01       11.15
      -5.6000251      -15.199985      157.13       12.52
      -5.6000158      -14.399919      167.51       13.12
      -5.5999118      -13.600041      155.96       12.36
      -5.5999359      -12.800096      157.81       12.34
      -5.5999650      -12.000013      172.77       13.04
      -5.5999262      -11.200082      174.00       13.28
      -5.5999149      -10.399949      177.58       14.25
      -5.5999141      -9.5999640      209.65       15.20
      -5.5999922      -8.8000059      245.29       15.26
      -5.5999738      -7.9999331      284.33       16.24
      -5.6000929      -7.1999478      333.51       18.95
      -5.6000732      -6.4000234      380.69       19.33
      -5.5999499      -5.5999738      433.55       21.07
      -5.6000643      -4.8000597      494.79       21.64
      -5.5999223      -4.0000947      444.41       22.14
      -5.5999701      -3.2000000      520.54       22.93
      -5.5999879      -2.4000768      609.17       24.67
      -5.6000640      -1.6000511      734.35       26.36
      -5.5999120     -0.79994533      858.93       30.16
      -5.6000825 -5.1597166e-005      829.70       28.71
      -5.6000477      0.80001300      816.21       28.52
      -5.5999928       1.6000937      803.60       28.05
      -5.6000646       2.3999856      755.19       27.60
      -5.6000233       3.2000708      729.91       28.65
      -5.6000449       4.0000453      710.61       26.28
      -5.6000841       4.8000291      637.70       24.92
      -5.5999589       5.6000859      597.84       24.77
      -5.5999538       6.3999998      577.15       25.29
      -5.6000701       7.1999247      571.02       24.55
      -5.5999567       7.9999756      571.27       24.07
      -5.6000914       8.8000064      589.38       23.81
      -5.6000615       9.5999371      576.92       23.42
      -5.5999513       10.400097      554.35       23.23
      -5.5999970       11.199959      540.08       23.74
      -5.5999541       12.000036      514.41       23.19
      -5.5999178       12.800021      402.09       20.44
      -5.5999774       13.600056      269.81       15.79
      -5.5999692       14.400041      199.75       13.90
      -5.5999426       15.200040      194.82       12.64
      -5.5999158       15.999927      170.11       12.80
      -5.6000482       16.799966      153.80       12.43
      -5.5999135       17.600019      135.83       11.80
      -5.6000612       18.400032       77.36        8.85
      -5.6000992       19.199917       49.30        7.45
      -5.5999185       20.000011       46.26        6.56
      -4.7999721      -21.599978       33.47        6.26
      -4.7999467      -20.800041       37.31        6.42
      -4.7999659      -19.999998       47.14        6.87
      -4.7999807      -19.199956       54.14        6.94
      -4.8000592      -18.399923       63.23        7.34
      -4.8000800      -17.600012       89.71        9.73
      -4.7999824      -16.800067      137.17       10.82
      -4.8000202      -15.999995      161.16       11.91
      -4.8000527      -15.199938      187.40       11.95
      -4.7999725      -14.400072      190.36       14.32
      -4.8000614      -13.600016      216.79       14.45
      -4.8000977      -12.799975      210.04       14.47
      -4.8000611      -12.000082      216.91       14.02
      -4.8000499      -11.200040      261.92       16.16
      -4.8000269      -10.399942      264.97       17.07
      -4.8000113      -9.6000943      324.05       17.13
      -4.7999456      -8.8000269      312.84       17.51
      -4.7999624      -7.9999219      360.69       18.82
      -4.7999644      -7.1999510      427.35       20.51
      -4.8000899      -6.4000100      459.28       22.07
      -4.8000971      -5.5999698      528.36       23.21
      -4.7999956      -4.7999678      493.59       21.98
      -4.7999331      -4.0000523      605.33       25.16
      -4.8000812      -3.2000200      733.91       26.94
      -4.8000857      -2.4000069      896.09       29.57
      -4.8000823      -1.5999191     1106.31       32.79
      -4.7999899     -0.79990975     1360.18       37.21
      -4.7999498 -4.0779112e-005     1543.04       39.37
      -4.7999423      0.79994595     1583.44       39.61
      -4.8000939       1.5999690     1433.82       38.54
      -4.7999256       2.3999740     1296.52       36.35
      -4.8000379       3.1999699     1185.41       34.62
      -4.7999832       4.0000377     1062.73       33.15
      -4.8000337       4.7999492      759.34       28.05
      -4.8000352       5.5999913      739.14       26.86
      -4.8000627       6.3999429      684.32       26.49
      -4.8000376       7.1999694      668.90       26.02
      -4.7999388       8.0000610      669.04       25.44
      -4.7999036       8.8000075      570.92       23.70
      -4.7999505       9.5999623      551.28       22.47
      -4.8000560       10.400010      501.23       22.09
      -4.8000240       11.199965      480.78       22.20
      -4.7999148       12.000001      437.88       19.32
      -4.7999299       12.800085      349.87       18.31
      -4.8000797       13.599987      235.82       16.05
      -4.8000339       14.400084      215.73       13.30
      -4.8000947       15.199928      194.79       13.36
      -4.8000383       16.000005      170.79       13.11
      -4.8000668       16.799951      154.20       12.59
      -4.8000362       17.599916      104.63        9.96
      -4.8000568       18.400002       72.75        7.86
      -4.7999655       19.200009       67.48        8.90
      -4.0000300      -21.600005       35.92        6.69
      -3.9999240      -20.800061       39.51        5.47
      -3.9999269      -19.999996       50.54        8.37
      -3.9999829      -19.200036       58.67        7.67
      -4.0000631      -18.399995       73.94        8.53
      -4.0000179      -17.600087       89.99        9.97
      -4.0000589      -16.800090      141.97       11.89
      -4.0000799      -15.999907      168.16       13.03
      -3.9999636      -15.200093      185.01       13.65
      -4.0000481      -14.400058      186.91       15.05
      -3.9999325      -13.600012      212.02       13.53
      -3.9999151      -12.799964      225.66       13.84
      -4.0000946      -11.999974      244.02       15.67
      -4.0000401      -11.199949      268.56       17.06
      -4.0000132      -10.400026      308.29       17.25
      -3.9999391      -9.6000298      336.65       18.79
      -4.0000881      -8.8000216      414.64       20.24
      -4.0000417      -7.9999442      440.07       21.33
      -4.0000334      -7.2000218      507.24       22.70
      -3.9999761      -6.3999425      594.15       24.60
      -4.0000967      -5.5999600      687.22       25.83
      -3.9999088      -4.8000625      751.73       26.74
      -4.0000604      -4.0000054      882.95       29.53
      -3.9999613      -3.2000622     1080.94       32.58
      -3.9999100      -2.4000710     1409.55       37.29
      -4.0000577      -1.6000084     1844.70       42.55
      -3.9999688     -0.79991001     2346.59       47.72
      -4.0000897 -6.5134045e-005     2469.77       49.69
      -4.0000629      0.79994836     2431.02       49.25
      -4.0000159       1.5999824     2137.62       46.40
      -3.9999968       2.3999768     1844.62       43.03
      -4.0000730       3.2000989     1552.36       39.78
      -3.9999720       3.9999983     1162.29       34.27
      -3.9999263       4.7999851     1020.09       32.38
      -3.9999559       5.6000269      892.82       29.92
      -3.9999477       6.3999641      862.54       29.77
      -3.9999319       7.2000934      846.14       28.98
      -3.9999470       7.9999790      822.51       28.82
      -3.9999451       8.7999552      769.18       26.85
      -3.9999505       9.5999380      685.03       26.02
      -4.0000341       10.399944      650.05       25.56
      -3.9999932       11.199995      625.82       24.92
      -3.9999325       11.999938      539.09       23.95
      -4.0000574       12.799967      409.40       20.61
      -3.9999567       13.600010      267.98       16.72
      -4.0000268       14.400074      229.86       15.48
      -3.9999595       15.200002      208.50       14.17
      -3.9999448       15.999970      183.25       13.14
      -3.9999622       16.799955      154.86       13.25
      -3.9999162       17.600027       95.18        9.16
      -4.0000225       18.399986       69.63        7.54
      -4.0000920       19.200015       48.65        6.47
      -3.2000576      -21.600055       37.95        6.55
      -3.2000019      -20.799995       40.95        7.48
      -3.1999204      -19.999969       52.07        7.32
      -3.1999645      -19.199906       68.65        9.21
      -3.2000352      -18.400067       71.45        8.86
      -3.2000260      -17.600079      104.18       10.82
      -3.1999789      -16.799954      153.81       12.84
      -3.1999185      -15.999984      161.48       12.47
      -3.1999737      -15.199934      170.57       12.47
      -3.2000256      -14.399949      183.26       13.35
      -3.1999599      -13.600058      213.33       14.57
      -3.1999619      -12.800008      240.42       15.77
      -3.2000118      -12.000099      270.55       16.19
      -3.2000330      -11.199973      308.71       16.36
      -3.1999700      -10.400091      345.72       17.61
      -3.1999965      -9.5999080      398.31       19.22
      -3.2000978      -8.8000904      463.54       21.74
      -3.2000772      -8.0000913      495.38       21.77
      -3.1999326      -7.2000987      564.76       23.31
      -3.2000821      -6.4000762      662.53       25.57
      -3.2000678      -5.6000708      749.75       27.78
      -3.2000540      -4.8000799      847.91       28.68
      -3.2000095      -4.0000185      971.34       31.35
      -3.1999235      -3.2000959     1214.77       34.86
      -3.1999449      -2.3999540     1811.38       42.28
      -3.1999713      -1.6000304     2845.33       53.31
      -3.2000025     -0.79997821     3947.87       62.87
      -3.2000925 -8.4215999e-006     4342.69       65.87
      -3.2000728      0.80001549     3906.05       62.75
      -3.1999873       1.6000972     3249.01       56.95
      -3.1999315       2.3999575     2568.99       49.96
      -3.2000112       3.1999794     2055.03       45.31
      -3.2000600       4.0000913     1749.96       41.20
      -3.2000684       4.7999586     1500.47       38.79
      -3.2000654       5.6000262     1333.50       37.36
      -3.2000950       6.4000956     1212.43       34.76
      -3.1999405       7.1999005     1130.43       34.12
      -3.2000744       8.0000619     1051.10       32.70
      -3.1999547       8.7999674      861.51       29.03
      -3.1999212       9.6000780      761.52       27.67
      -3.1999726       10.400090      661.78       25.51
      -3.2000599       11.200047      620.73       24.90
      -3.1999434       11.999993      526.86       22.88
      -3.2000757       12.799974      365.11       19.78
      -3.2000553       13.600051      295.43       16.45
      -3.2000512       14.399976      272.96       16.30
      -3.1999858       15.199920      240.51       15.05
      -3.2000455       16.000093      210.98       14.55
      -3.1999640       16.800087      173.28       13.15
      -3.2000231       17.600088      162.83       12.06
      -3.1999882       18.400055      107.30       10.09
      -3.1999460       19.199903       73.15        7.46
      -3.1999057       19.999948       58.55        7.47
      -3.1999375       20.800066       46.95        6.58
      -3.1999971       21.600002       43.31        6.14
      -2.4000490      -21.600062       39.91        5.77
      -2.3999913      -20.800070       41.49        6.28
      -2.4000831      -19.999910       57.89        7.39
      -2.4000587      -19.200017       66.55        8.99
      -2.4000094      -18.400014       79.94        9.33
      -2.4000163      -17.600032      106.81       10.81
      -2.3999380      -16.799997      146.24       10.85
      -2.4000361      -16.000038      161.98       13.59
      -2.4000456      -15.200059      183.98       12.91
      -2.4000092      -14.399921      212.18       13.71
      -2.4000141      -13.599928      228.65       15.30
      -2.3999229      -12.800036      252.48       15.48
      -2.3999659      -12.000020      280.59       17.31
      -2.4000087      -11.200058      337.00       17.41
      -2.3999803      -10.399949      372.98       18.84
      -2.4000562      -9.5999109      461.64       20.83
      -2.4000808      -8.7999449      525.95       23.12
      -2.3999589      -8.0000894      551.47       22.88
      -2.3999332      -7.2000401      647.03       25.71
      -2.4000979      -6.3999293      745.50       27.59
      -2.4000374      -5.5999470      836.37       28.72
      -2.4000163      -4.8000929      907.95       30.03
      -2.3999391      -3.9999808     1035.19       32.40
      -2.4000232      -3.2000473     1589.35       40.52
      -2.3999202      -2.3999359     2854.40       53.80
      -2.4000684      -1.6000499     6150.16       78.22
      -2.4000152     -0.80001966     8395.82       90.27
      -2.4000151 -4.5895420e-005     8151.97       89.71
      -2.4000765      0.79991695     6239.45       77.49
      -2.3999698       1.5999828     4517.46       66.97
      -2.4000768       2.4000199     3397.34       58.02
      -2.3999607       3.1999745     2545.38       50.34
      -2.4000993       3.9999734     1938.96       44.23
      -2.3999253       4.7999706     1553.45       39.48
      -2.4000580       5.5999818     1328.39       36.36
      -2.4000927       6.3999283     1226.56       34.64
      -2.3999955       7.1999363     1120.22       33.24
      -2.3999169       7.9999506     1012.57       31.91
      -2.4000358       8.8000153      885.39       29.83
      -2.4000662       9.6000447      798.07       28.68
      -2.3999428       10.400011      673.45       26.22
      -2.4000818       11.200035      571.71       24.32
      -2.4000167       11.999933      471.87       21.52
      -2.3999588       12.800064      423.45       20.77
      -2.4000012       13.599971      381.28       19.64
      -2.3999785       14.400088      340.30       19.01
      -2.4000761       15.199932      301.95       17.02
      -2.3999202       16.000017      251.32       15.27
      -2.4000301       16.799980      226.96       15.08
      -2.3999419       17.599975      168.19       12.00
      -2.3999931       18.399987      121.30       11.11
      -2.3999147       19.200084      110.53       10.22
      -2.4000994       19.999915       67.32        8.58
      -2.4000227       20.799964       54.05        7.13
      -2.4000699       21.600084       39.34        6.62
      -2.4000759       22.400003       39.19        6.84
      -1.6000213      -21.600010       39.64        6.62
      -1.6000097      -20.799943       42.30        6.50
      -1.6000841      -19.999948       56.08        7.13
      -1.6000519      -19.200008       62.42        6.46
      -1.5999970      -18.400056       80.11        8.41
      -1.5999124      -17.599928      125.89       11.64
