#              x               y      signal       noise
      -1.5999231      -16.800041      144.63       11.48
      -1.5999469      -15.999944      162.95       12.47
      -1.6000455      -15.200070      198.09       13.73
      -1.5999897      -14.400003      216.71       15.62
      -1.6000059      -13.599995      244.45       15.36
      -1.5999991      -12.799960      269.90       16.66
      -1.5999083      -11.999900      273.87       16.10
      -1.5999354      -11.200000      338.09       18.18
      -1.5999157      -10.399929      447.22       21.59
      -1.5999211      -9.6000028      525.48       23.61
      -1.6000373      -8.8000709      543.97       22.66
      -1.6000104      -8.0000086      577.52       24.31
      -1.6000973      -7.2000238      696.79       26.17
      -1.5999396      -6.4000551      839.59       29.83
      -1.5999259      -5.6000042      907.00       29.51
      -1.5999480      -4.8000682      971.73       30.84
      -1.5999368      -4.0000986     1183.63       35.36
      -1.5999563      -3.1999005     2064.17       44.78
      -1.5999712      -2.4000426     4533.75       68.10
      -1.5999095      -1.5999215    10758.70      103.24
      -1.6000350     -0.80007518    16348.00      128.08
      -1.6000023 -5.9483827e-005    15346.60      123.92
      -1.6000424      0.80003565    10539.90      102.03
      -1.6000424       1.5999254     6797.96       82.87
      -1.5999468       2.4000024     4448.44       67.11
      -1.5999379       3.1999000     2999.04       54.81
      -1.6000634       4.0000765     2144.10       46.41
      -1.5999382       4.7999660     1642.50       40.82
      -1.5999272       5.5999262     1361.07       36.66
      -1.6000511       6.4000379     1235.19       35.00
      -1.5999379       7.1999233     1068.43       32.68
      -1.6000797       8.0000539      967.05       31.40
      -1.5999632       8.7999987      822.73       29.21
      -1.5999886       9.6000337      703.55       27.38
      -1.5999010       10.399941      575.33       24.11
      -1.5999360       11.200022      483.37       22.78
      -1.6000263       11.999925      425.86       20.41
      -1.5999215       12.799908      385.42       19.62
      -1.6000838       13.599971      369.19       19.67
      -1.5999517       14.399975      340.66       17.72
      -1.6000593       15.199988      275.12       17.58
      -1.6000044       15.999936      250.84       15.77
      -1.5999775       16.799901      222.33       14.00
      -1.6000419       17.599913      197.49       14.66
      -1.6000073       18.400015      130.09       10.29
      -1.6000952       19.199955      132.41       11.60
      -1.6000426       19.999953       80.07        7.52
      -1.5999385       20.800033       68.79        8.80
      -1.6000651       21.600035       54.51        8.07
      -1.6000736       22.400089       43.69        6.85
     -0.79999836      -21.599942       41.27        6.48
     -0.79993134      -20.800028       46.27        6.26
     -0.79995548      -20.000034       62.68        6.85
     -0.80003345      -19.199962       61.58        7.52
     -0.80006075      -18.400030       78.93        8.76
     -0.79991787      -17.600086      110.85       10.12
     -0.79992842      -16.800004      128.57       10.06
     -0.80004086      -16.000060      159.11       12.31
     -0.79991741      -15.199912      183.99       14.41
     -0.79990063      -14.399958      226.68       14.98
     -0.80005120      -13.600094      248.02       15.62
     -0.80009180      -12.800082      268.36       16.75
     -0.79993276      -12.000060      295.56       16.58
     -0.80002777      -11.200014      366.27       18.24
     -0.80009244      -10.399940      460.90       21.76
     -0.79994085      -9.5999755      525.73       22.89
     -0.80008369      -8.7999873      552.30       24.16
     -0.79998663      -8.0000321      608.67       24.76
     -0.80001130      -7.1999504      730.01       26.53
     -0.80009025      -6.4000731      835.67       29.17
     -0.79995381      -5.6000702      868.60       27.84
     -0.79999398      -4.8000191      955.66       30.89
     -0.79994131      -3.9999530     1349.70       36.35
     -0.80009627      -3.2000056     2552.27       50.58
     -0.80002062      -2.4000951     5684.55       74.31
     -0.79996708      -1.5999880    14301.10      119.44
     -0.80007848     -0.79992690    23414.90      152.86
     -0.79990634 -1.1511165e-005    23717.30      153.96
     -0.80004621      0.79999483    17043.00      130.09
     -0.80002182       1.6000266    10365.30      102.18
     -0.79998097       2.3999748     5890.91       77.17
     -0.80008939       3.2000588     3494.26       59.98
     -0.80006689       4.0000288     2353.52       48.88
     -0.80003140       4.8000384     1717.88       41.05
     -0.80009118       5.5999545     1365.69       35.87
     -0.80006324       6.4000552     1199.14       34.35
     -0.80004739       7.1999706     1043.92       31.93
     -0.80003124       8.0000968      917.48       30.09
     -0.80002357       8.8000079      788.48       27.72
     -0.79991890       9.5999091      636.98       25.68
     -0.79992231       10.399917      535.16       23.53
     -0.80007403       11.199965      430.31       20.32
     -0.80000214       11.999968      376.70       19.26
     -0.80002072       12.799988      346.86       18.57
     -0.79996921       13.600036      324.13       17.78
     -0.80008224       14.400010      298.61       17.58
     -0.80000807       15.199919      278.17       16.46
     -0.79992753       16.000011      247.22       15.55
     -0.79995172       16.800084      213.71       14.42
     -0.79997776       17.599992      202.80       14.56
     -0.80008418       18.400086      142.06       12.27
     -0.79994608       19.199947      128.58       10.86
     -0.80008274       20.000027       76.96        8.84
     -0.80002571       20.799990       64.23        8.81
     -0.79997592       21.599954       43.62        6.21
     -0.79990349       22.400083       35.10        6.15
  1.9311714e-005      -21.599948       40.18        7.18
  5.3478063e-005      -20.799992       48.71        6.83
 -4.8362304e-005      -20.000047       61.13        8.15
 -2.7451413e-005      -19.199990       65.66        8.10
 -8.6936787e-005      -18.400070       84.92        9.64
 -2.5220859e-005      -17.600089      112.78       11.59
 -9.9317556e-005      -16.800058      134.07       11.80
  4.0853156e-005      -16.000016      149.78       12.23
  7.8224417e-005      -15.199995      185.02       13.53
  5.1845432e-006      -14.400020      229.52       15.04
  2.9950143e-005      -13.600045      244.98       15.66
  5.0553572e-005      -12.800054      253.87       15.68
  4.7994279e-005      -12.000007      293.31       17.99
  9.2967006e-005      -11.199964      379.69       20.09
 -3.3904398e-005      -10.399935      453.69       22.09
  3.8202990e-005      -9.5999534      501.55       22.68
  6.2438296e-005      -8.7999987      567.03       23.50
 -2.7866912e-005      -7.9999472      659.63       25.95
  8.0860855e-007      -7.1999518      749.50       27.71
  3.2176147e-005      -6.3999675      820.37       28.82
 -2.5894815e-005      -5.6000962      875.58       28.76
 -9.6570249e-005      -4.8000612     1042.29       32.07
 -9.7422244e-006      -4.0000921     1530.48       40.00
  8.7357846e-005      -3.1999406     2792.32       52.21
 -6.3686595e-005      -2.4000141     5877.63       76.82
 -2.3325247e-005      -1.5999976    13284.40      114.78
 -9.4457631e-005     -0.80005790    23126.50      151.80
  5.3630771e-005  3.8398062e-005    27873.90      167.23
  2.3970890e-005      0.79998500    21742.20      148.08
 -5.2070689e-005       1.5999761    12921.60      113.12
 -2.8080016e-005       2.4000520     6917.38       82.45
 -5.8555746e-005       3.2000615     3814.39       61.07
 -9.1051385e-005       3.9999292     2431.23       50.15
  7.7728131e-005       4.8000872     1763.61       42.00
  5.1360132e-007       5.5999276     1384.15       36.94
 -5.6146659e-005       6.4000233     1154.95       34.02
 -6.0869028e-005       7.2000826      987.15       31.74
 -2.7506310e-005       7.9999634      877.57       28.40
 -2.5788509e-005       8.7999475      721.48       26.89
 -4.1367966e-005       9.5999955      588.45       25.44
  9.6801115e-005       10.399903      490.60       22.73
  5.8278083e-006       11.200022      427.80       19.75
  2.7990829e-005       11.999999      349.45       18.07
 -1.5420717e-005       12.800037      332.22       18.38
 -9.9849538e-005       13.599936      301.95       18.00
 -4.6874584e-006       14.399972      305.49       16.95
 -6.8393791e-005       15.200014      273.40       16.63
 -9.9089502e-006       15.999900      217.26       14.34
 -2.7686578e-005       16.799942      214.70       13.78
 -7.1356080e-005       17.600018      192.32       13.94
 -6.3406223e-005       18.400043      143.87       11.93
  8.7790228e-005       19.200014      121.99       10.86
 -8.1440259e-005       20.000063       78.13        9.98
 -3.0189753e-005       20.800063       66.70        8.58
 -7.7067125e-005       21.600051       48.66        7.14
      0.79998581      -21.600015       46.14        7.49
      0.79994346      -20.800099       49.66        6.85
      0.80008562      -19.999930       59.03        7.82
      0.80007172      -19.200100       60.33        7.32
      0.80002328      -18.399978       82.56        9.16
      0.80004771      -17.600071      114.30       11.21
      0.80007883      -16.800065      135.55       11.40
      0.79995664      -15.999902      152.22       12.51
      0.79991836      -15.200098      204.49       14.48
      0.80002843      -14.399981      220.21       15.11
      0.80008377      -13.600048      260.17       16.69
      0.80002130      -12.799934      279.44       15.96
      0.80006345      -11.999976      321.04       18.96
      0.80000797      -11.199977      371.39       19.25
      0.79994836      -10.399922      431.34       20.92
      0.80004189      -9.6000718      521.07       22.62
      0.80005342      -8.7999061      615.97       25.10
      0.80001786      -7.9999614      686.68       26.07
      0.79994772      -7.2000392      747.01       27.67
      0.79992705      -6.4000688      811.40       28.07
      0.79993278      -5.5999090      926.04       29.50
      0.80005496      -4.8000478     1173.48       32.96
      0.80004237      -4.0000868     1610.01       40.10
      0.79992425      -3.2000120     2645.93       51.30
      0.80005780      -2.4000318     4932.36       68.87
      0.80006755      -1.5999470     9908.54       98.50
      0.79992239     -0.79991958    16879.60      130.76
      0.79991687 -5.2996307e-005    22095.60      148.89
      0.79998121      0.79991852    19470.30      139.55
      0.80006024       1.5999205    13136.00      113.93
      0.80004762       2.4000094     6857.41       82.84
      0.80006640       3.1999781     3710.10       60.37
      0.80001565       3.9999495     2354.02       48.24
      0.80003230       4.8000788     1683.07       41.13
      0.79994314       5.6000639     1315.28       35.29
      0.80001689       6.4000761     1073.67       33.67
      0.79995138       7.1999124      940.04       30.77
      0.80003978       7.9999563      806.70       28.93
      0.80003102       8.7999415      675.51       25.46
      0.79996502       9.6000420      552.97       22.55
      0.80003363       10.400008      472.36       21.72
      0.79999199       11.200070      383.27       19.74
      0.80009027       11.999959      340.44       18.29
      0.80007697       12.800036      299.66       17.68
      0.79990826       13.599997      303.10       17.21
      0.79990144       14.399990      282.17       16.86
      0.79998617       15.200057      263.09       16.61
      0.80004449       15.999980      213.90       14.93
      0.79992036       16.800064      205.58       14.92
      0.80008099       17.599922      182.38       13.98
      0.79995306       18.400079      136.26       11.73
      0.80004773       19.199949      117.40       11.26
      0.79991926       19.999986       76.96        9.29
      0.80003254       20.800021       69.34        8.67
      0.79995841       21.600048       43.56        7.06
       1.6000860      -21.600087       43.20        6.57
       1.5999560      -20.800073       52.31        7.39
       1.5999127      -19.999949       68.50        7.95
       1.5999427      -19.200002       63.93        8.10
       1.5999834      -18.400023       81.92        8.71
       1.5999535      -17.599973      121.71       10.22
       1.5999009      -16.800002      156.57       13.68
       1.6000800      -16.000063      161.78       12.47
       1.5999445      -15.200047      206.48       13.65
       1.6000772      -14.400010      243.55       15.24
       1.5999640      -13.600036      255.60       15.89
       1.5999230      -12.800075      281.56       16.85
       1.6000133      -12.000049      314.41       16.30
       1.5999574      -11.200013      375.21       20.13
       1.6000615      -10.400038      447.64       21.62
       1.6000993      -9.6000243      559.55       24.49
       1.6000310      -8.7999231      631.13       25.45
       1.6000906      -8.0000392      707.09       26.78
       1.5999619      -7.2000137      800.71       28.53
       1.6000868      -6.3999480      893.70       28.75
       1.5999747      -5.5999065     1065.40       33.27
       1.6000530      -4.8000285     1236.88       35.66
       1.6000991      -3.9999478     1627.63       40.17
       1.5999666      -3.1999661     2311.47       48.36
       1.6000364      -2.3999248     3651.09       59.90
       1.5999529      -1.6000531     6444.19       79.91
       1.6000219     -0.79996677    10207.90      101.00
       1.5999266 -7.4670317e-007    13820.50      116.96
       1.5999715      0.79997873    14632.40      120.03
       1.6000808       1.6000311    10496.40      102.69
       1.5999815       2.4000953     5663.88       74.64
       1.5999760       3.1999019     3237.93       57.19
       1.6000502       3.9999963     2102.14       45.33
       1.5999414       4.7999148     1562.90       39.19
       1.6000628       5.6000240     1203.21       34.49
       1.5999557       6.4000574     1006.31       32.42
       1.6000743       7.2000590      856.60       29.93
       1.5999422       8.0000159      743.35       27.84
       1.5999785       8.7999203      614.24       24.44
       1.5999325       9.6000845      504.88       22.83
       1.6000788       10.399974      421.94       19.52
       1.5999642       11.199950      390.55       19.59
       1.6000871       12.000012      346.41       18.86
       1.6000472       12.799911      304.66       16.97
       1.5999956       13.600084      284.83       16.78
       1.5999512       14.399948      265.93       16.08
       1.6000191       15.199940      253.96       16.68
       1.6000412       16.000041      218.00       14.95
       1.6000032       16.799977      200.63       14.22
       1.5999851       17.599935      195.03       13.07
       1.5999743       18.400042      133.93       12.09
       1.6000660       19.200022      114.07       10.33
       1.5999317       20.000058       67.63        8.06
       1.5999876       20.800001       61.54        7.07
       1.6000805       21.600044       44.40        6.95
       2.3999969      -22.400077       34.96        5.70
       2.4000168      -21.600008       43.94        6.77
       2.4000578      -20.800092       62.48        8.79
       2.3999320      -19.999974       69.60        9.07
       2.3999005      -19.200041       75.43        8.99
       2.3999855      -18.399975       92.98        8.97
       2.4000439      -17.600038      132.50       12.61
       2.3999815      -16.799903      150.15       11.97
       2.3999597      -15.999993      177.54       13.31
       2.4000180      -15.199954      214.34       14.01
       2.4000524      -14.400004      236.25       15.76
       2.4000606      -13.600030      256.74       16.51
       2.3999760      -12.799995      290.27       17.05
       2.3999522      -11.999930      340.52       18.17
       2.3999060      -11.200042      403.82       20.63
       2.4000697      -10.399964      514.20       23.25
       2.3999751      -9.6000559      619.27       24.73
       2.3999927      -8.7999500      670.02       25.40
       2.4000799      -8.0000553      763.78       28.58
       2.4000234      -7.1999339      901.28       29.44
       2.3999313      -6.3999002     1015.92       31.99
       2.4000931      -5.6000331     1117.58       33.22
       2.3999633      -4.8000558     1293.05       36.01
       2.3999231      -4.0000070     1608.48       39.69
       2.4000786      -3.2000874     2003.01       44.90
       2.4000053      -2.4000664     2978.32       54.75
       2.3999516      -1.5999901     4560.77       67.10
       2.3999708     -0.79998190     6361.13       79.62
       2.4000770 -9.2711867e-005     8149.14       91.12
       2.3999254      0.79998627     9166.53       96.74
       2.3999420       1.6000944     6903.35       83.36
       2.4000515       2.3999464     4338.95       65.18
       2.4000999       3.1999323     2627.18       51.63
       2.4000048       3.9999996     1792.55       42.84
       2.4000208       4.8000285     1403.33       37.27
       2.4000179       5.6000508     1152.58       34.19
       2.3999533       6.4000962      956.54       30.96
       2.4000262       7.1999295      818.73       27.80
       2.3999172       8.0000664      677.27       25.47
       2.3999135       8.7999197      536.99       22.96
       2.3999602       9.5999902      460.30       21.80
       2.4000042       10.400095      403.20       20.36
       2.4000951       11.199918      391.21       20.61
       2.4000503       11.999960      326.48       18.11
       2.3999370       12.800035      283.54       16.70
       2.3999762       13.600059      266.10       16.30
       2.4000730       14.399930      270.68       16.08
       2.4000702       15.200059      252.99       15.47
       2.3999940       16.000016      233.14       15.53
       2.3999061       16.799996      214.72       14.33
       2.4000683       17.599942      193.17       13.60
       2.4000009       18.400080      131.15       10.27
       2.3999929       19.200050       96.45       10.06
       2.4000960       19.999941       72.69        8.90
       2.3999900       20.799920       60.40        8.25
       2.3999370       21.600099       43.17        6.26
       3.2000324      -22.399992       41.45        6.47
       3.2000731      -21.600063       42.26        5.05
       3.2000383      -20.800019       64.90        7.59
       3.2000674      -20.000009       70.59        8.81
       3.1999644      -19.200018       87.73        9.71
       3.2000106      -18.400087      105.25        9.94
       3.2000610      -17.599943      134.53       12.55
       3.2000886      -16.800049      156.65       11.68
       3.2000964      -15.999912      172.42       13.45
       3.2000628      -15.199989      206.09       13.68
       3.2000274      -14.399901      245.58       15.37
       3.2000220      -13.600050      273.11       16.16
       3.2000335      -12.800086      312.27       17.11
       3.2000597      -12.000071      386.05       19.93
       3.1999374      -11.199926      501.20       21.75
       3.1999637      -10.399903      574.15       24.31
       3.1999922      -9.6000474      684.40       26.13
       3.2000734      -8.8000777      760.39       27.74
       3.1999664      -7.9999676      884.23       29.44
       3.2000381      -7.2000824      943.53       30.68
       3.2000669      -6.3999464     1028.46       32.27
       3.2000712      -5.6000402     1170.72       34.80
       3.1999798      -4.7999399     1300.18       36.84
       3.1999964      -4.0000975     1513.44       39.53
       3.1999191      -3.1999016     1802.49       42.66
       3.1999497      -2.3999188     2333.64       48.55
       3.1999813      -1.6000159     3297.24       58.16
       3.1999908     -0.80000806     4473.18       66.23
       3.1999036 -7.2708281e-005     5069.19       71.35
       3.1999440      0.80001581     5201.04       73.37
       3.2000217       1.5999751     4308.03       65.43
       3.1999667       2.3999665     2888.32       53.47
       3.2000816       3.2000497     2056.95       45.82
       3.1999211       4.0000759     1558.21       40.40
       3.2000628       4.7999334     1224.66       36.21
       3.1999966       5.6000101     1011.70       31.88
       3.1999573       6.3999204      862.78       29.63
       3.2000188       7.2000212      722.42       26.67
       3.2000874       8.0000914      604.35       24.75
       3.1999167       8.7999744      498.52       21.57
       3.2000535       9.6000820      455.86       21.83
       3.1999422       10.399986      388.58       19.57
       3.2000375       11.199984      382.94       19.42
       3.1999479       11.999961      306.71       17.67
       3.1999265       12.800021      270.30       16.30
       3.2000654       13.599924      244.38       17.01
       3.1999043       14.399911      262.38       17.23
       3.1999237       15.199975      244.12       15.09
       3.1999550       15.999960      223.71       15.27
       3.1999779       16.800040      203.40       14.75
       3.2000336       17.600070      155.93       12.27
       3.2000395       18.400076      123.62       10.44
       3.2000722       19.199901       93.73        9.88
       3.2000856       20.000088       67.20        8.52
       3.2000084       20.800068       55.35        7.35
       3.1999200       21.599969       42.18        6.81
       3.9999889      -22.400020       37.87        5.97
       4.0000527      -21.599922       42.43        6.50
       4.0000264      -20.799961       62.77        7.56
       4.0000746      -20.000087       77.10        8.33
       3.9999752      -19.199948       83.75        9.41
       3.9999371      -18.400055      110.49       11.34
       3.9999356      -17.599999      155.14       12.41
       3.9999265      -16.800024      158.14       12.73
       3.9999797      -16.000030      187.88       12.94
       4.0000058      -15.199954      212.16       15.71
       3.9999166      -14.399992      270.08       17.02
       4.0000022      -13.600065      299.12       16.78
       4.0000558      -12.799933      371.55       19.45
       4.0000729      -11.999988      486.98       22.53
       3.9999751      -11.200081      626.06       26.02
       4.0000151      -10.400045      700.79       26.42
       4.0000450      -9.6000326      793.49       28.20
       3.9999513      -8.8000195      874.86       28.77
       4.0000315      -7.9999402      906.05       28.85
       3.9999954      -7.2000675     1008.51       31.81
       3.9999736      -6.3999578     1101.37       33.62
       4.0000624      -5.6000409     1182.13       34.90
       3.9999915      -4.7999872     1281.98       36.39
       4.0000577      -3.9999303     1437.98       37.69
       4.0000598      -3.2000492     1595.03       39.70
       4.0000608      -2.3999799     1937.69       43.85
       4.0000881      -1.5999902     2413.19       49.72
       3.9999673     -0.79999431     3030.24       55.46
       4.0000960  7.3294446e-005     3371.62       58.42
       3.9999241      0.79992812     3231.81       55.95
       3.9999849       1.6000257     2769.56       52.18
       3.9999797       2.4000470     2120.72       45.82
       4.0000157       3.1999788     1656.28       40.15
       4.0000472       4.0000413     1369.57       37.19
       4.0000941       4.8000542     1105.49       33.42
       4.0000752       5.5999376      926.56       29.92
       4.0000588       6.4000488      775.09       28.06
       4.0000693       7.1999790      661.34       26.47
       4.0000512       7.9999439      545.85       22.88
       3.9999608       8.8000575      490.78       22.14
       4.0000573       9.5999810      420.73       20.98
       3.9999215       10.399966      360.23       18.74
       3.9999645       11.199963      332.50       18.75
       4.0000132       12.000078      267.40       16.44
       3.9999200       12.800063      252.63       15.17
       4.0000008       13.600020      251.14       15.57
       4.0000965       14.399991      251.78       15.53
       3.9999220       15.200029      244.42       16.22
       3.9999349       16.000029      221.19       14.49
       3.9999435       16.800015      202.73       14.12
       3.9999643       17.599996      151.14       12.69
       3.9999847       18.399903      114.52       10.60
       3.9999648       19.199950       68.15        8.01
       3.9999983       19.999990       67.61        7.45
       3.9999642       20.799937       53.12        6.90
       3.9999573       21.600064       39.16        7.06
       4.8000103      -22.399946       37.52        5.55
       4.8000046      -21.600014       45.74        7.21
       4.8000458      -20.800092       63.87        7.97
       4.8000344      -20.000069       70.97        7.75
       4.7999067      -19.200051       75.99        7.71
       4.8000397      -18.399997      102.01       10.82
       4.8000548      -17.599915      135.10       11.45
       4.8000502      -16.800096      176.17       13.48
       4.7999373      -16.000034      202.53       13.72
       4.8000717      -15.199939      236.89       15.28
       4.8000204      -14.399939      283.20       17.18
       4.7999074      -13.599934      363.54       19.36
       4.7999322      -12.799989      456.59       21.58
       4.8000927      -12.000054      612.71       26.18
       4.8000828      -11.200096      750.01       27.14
       4.8000673      -10.400040      790.98       28.43
       4.7999859      -9.6000993      838.22       29.63
       4.8000633      -8.7999196      881.12       29.27
       4.8000465      -7.9999151      918.82       31.08
       4.8000949      -7.2000867     1014.89       31.62
       4.7999046      -6.4000814     1075.25       32.33
       4.7999460      -5.6000762     1133.84       32.92
       4.7999586      -4.7999336     1221.13       35.41
       4.8000117      -3.9999747     1337.38       36.96
       4.7999882      -3.1999049     1526.65       39.39
       4.7999330      -2.3999308     1731.37       42.91
       4.7999002      -1.5999494     1884.76       43.90
       4.8000353     -0.79990670     2127.66       45.72
       4.7999609  3.0999698e-005     2297.42       47.94
       4.8000665      0.79993307     2185.98       46.53
       4.7999128       1.6000855     1989.95       45.32
       4.7999917       2.3999676     1660.67       40.19
       4.8000777       3.1999562     1395.12       37.32
       4.8000665       4.0000509     1151.16       34.30
       4.7999706       4.8000821      958.65       31.32
       4.7999089       5.5999746      793.57       29.32
       4.8000149       6.3999073      693.54       25.29
       4.7999923       7.1999913      577.13       24.47
       4.8000194       8.0000003      505.68       22.42
       4.8000368       8.7999072      436.93       20.63
       4.8000893       9.5999052      387.71       20.36
       4.7999274       10.399997      335.02       18.18
       4.8000264       11.200066      286.48       16.66
       4.7999038       11.999968      258.82       16.00
       4.8000582       12.800048      240.82       15.91
       4.8000441       13.599989      252.51       15.81
       4.7999181       14.399902      256.89       15.52
       4.7999794       15.200095      249.78       15.09
       4.8000101       16.000036      213.07       15.44
       4.8000851       16.799946      201.71       14.57
       4.8000296       17.599964      127.07       10.38
       4.7999619       18.399978      109.78       11.05
       4.8000222       19.199997       71.33        8.74
       4.7999040       19.999905       56.21        7.71
       4.8000832       20.800028       51.83        5.83
       4.8000490       21.600097       40.55        6.34
       5.6000948      -22.399924       36.50        6.02
       5.5999451      -21.600050       43.51        6.99
       5.5999461      -20.800092       61.81        7.53
       5.6000256      -20.000006       75.58        8.34
       5.5999994      -19.200007       76.85        8.73
       5.6000731      -18.399967       97.74       10.31
       5.5999834      -17.600075      126.26       11.40
       5.6000838      -16.799958      175.30       13.07
       5.5999862      -16.000065      205.66       14.27
       5.5999772      -15.199941      241.51       16.50
       5.6000100      -14.400005      301.68       17.70
       5.5999935      -13.600030      366.32       18.87
       5.5999868      -12.799921      503.23       22.42
       5.6000626      -12.000041      711.84       26.01
       5.5999865      -11.200015      877.15       29.75
       5.6000822      -10.399977      873.98       29.24
       5.5999671      -9.5999695      849.61       28.47
       5.6000694      -8.7999860      846.84       28.77
       5.5999095      -8.0000334      872.03       29.07
       5.6000569      -7.2000452      918.24       30.52
       5.5999135      -6.4000570     1007.21       32.02
       5.6000895      -5.5999948     1075.47       33.53
       5.6000982      -4.8000201     1137.06       33.04
       5.5999694      -4.0000715     1264.98       36.04
       5.5999187      -3.2000886     1438.73       38.25
       5.6000468      -2.4000288     1549.30       39.60
       5.6000400      -1.5999728     1593.66       40.91
       5.5999963     -0.79996542     1780.97       42.19
       5.6000967 -8.2744613e-005     1780.65       42.20
       5.5999905      0.80006032     1697.90       41.12
       5.5999054       1.6000009     1547.28       40.34
       5.6000626       2.4000869     1333.38       37.23
       5.5999338       3.2000334     1133.85       34.09
       5.5999056       4.0000437      956.28       30.44
       5.6000472       4.8000752      832.25       29.69
       5.6000109       5.5999114      712.20       26.26
       5.6000567       6.4000339      584.43       24.43
       5.5999339       7.2000171      559.62       23.83
       5.5999782       7.9999915      469.84       21.70
       5.6000251       8.8000643      423.46       19.64
       5.5999317       9.6000259      378.21       19.45
       5.6000023       10.399933      292.08       17.45
       5.5999619       11.199974      251.09       14.74
       5.6000714       12.000049      239.47       15.12
       5.5999631       12.800044      236.40       15.35
       5.5999517       13.600057      253.19       14.63
       5.5999020       14.399949      255.92       16.11
       5.6000553       15.199929      227.53       14.99
       5.5999583       15.999954      208.47       14.53
       5.6000136       16.800047      174.52       12.96
       5.5999390       17.600009      127.93       10.72
       5.5999564       18.399902      114.37       10.34
       5.6000741       19.199997       68.50        8.33
       5.5999609       20.000063       60.36        7.89
       5.6000944       20.800095       49.88        6.37
       5.5999017       21.599934       39.97        6.85
       6.4000571      -22.400071       35.03        6.07
       6.3999724      -21.599950       37.30        5.59
       6.3999726      -20.799903       45.15        7.41
       6.3999348      -19.999948       49.16        7.18
       6.3999628      -19.200085       62.40        7.06
       6.4000665      -18.399913       62.11        8.51
       6.3999048      -17.599983       84.26        9.82
       6.3999645      -16.800057      122.86       11.11
       6.3999174      -15.999951      161.55       12.75
       6.4000250      -15.200084      264.48       15.47
       6.3999507      -14.400097      319.84       18.58
       6.3999841      -13.599950      425.00       20.44
       6.4000830      -12.799925      579.16       23.41
       6.3999203      -11.999932      785.97       28.97
       6.4000532      -11.199989      916.54       30.41
       6.4000641      -10.400074      885.02       30.44
       6.4000875      -9.5999411      829.09       29.35
       6.4000306      -8.7999871      749.85       28.80
       6.3999549      -7.9999166      771.22       28.17
       6.3999256      -7.2000956      820.98       29.14
       6.3999791      -6.3999222      951.76       31.69
       6.3999063      -5.6000795     1007.21       31.43
       6.4000520      -4.7999962     1071.24       32.77
       6.3999479      -3.9999635     1154.24       33.81
       6.4000117      -3.2000830     1284.82       36.52
       6.3999226      -2.3999162     1374.41       36.51
       6.3999904      -1.6000575     1446.01       37.25
       6.4000874     -0.80005393     1499.37       39.20
       6.4000972 -8.0392078e-005     1554.02       39.51
       6.3999190      0.80007750     1482.83       38.55
       6.3999361       1.5999718     1272.55       35.44
       6.4000872       2.4000070     1104.87       33.52
       6.3999306       3.2000004      966.68       31.49
       6.4000032       4.0000761      793.00       28.46
       6.3999888       4.8000332      709.47       26.10
       6.4000407       5.6000014      610.92       24.30
       6.3999495       6.4000147      550.12       23.01
       6.4000087       7.1999834      496.18       22.24
       6.4000403       8.0000903      435.96       20.25
       6.4000393       8.8000834      400.13       20.08
       6.4000433       9.6000938      326.50       17.08
       6.4000754       10.400039      292.34       17.18
       6.4000669       11.200097      260.06       16.64
       6.4000233       11.999947      239.49       15.91
       6.3999643       12.799913      238.52       15.17
       6.4000637       13.599928      239.46       15.87
       6.4000733       14.399922      233.77       15.41
       6.3999539       15.199909      225.33       15.46
       6.3999520       15.999936      209.13       15.21
       6.4000752       16.800081      181.59       12.87
       6.4000281       17.599901      124.77       10.62
       6.3999465       18.399953      107.47        9.88
       6.4000051       19.200011       61.87        7.25
       6.3999457       19.999988       57.70        7.43
       6.4000840       20.800034       53.17        7.24
       6.4000237       21.599987       38.81        7.23
       7.2000044      -22.400091       33.99        5.42
       7.2000777      -21.600070       36.18        5.62
       7.2000364      -20.799906       46.75        6.40
       7.1999136      -20.000023       52.25        7.08
       7.1999296      -19.200066       59.64        7.38
       7.1999587      -18.399919       60.39        7.21
       7.2000548      -17.599973       85.66        9.00
       7.2000050      -16.799903      121.21       10.93
       7.2000902      -15.999927      158.39       12.60
       7.2000051      -15.200059      216.55       14.56
       7.1999993      -14.399902      280.96       15.88
       7.1999938      -13.600021      348.36       19.53
       7.2000389      -12.799908      464.35       20.85
       7.2000544      -11.999958      621.85       24.31
       7.1999362      -11.199968      728.73       27.42
       7.1999202      -10.400034      676.51       25.66
       7.2000584      -9.5999883      557.83       23.20
       7.2000397      -8.8000122      506.21       22.74
       7.2000986      -8.0000086      506.73       22.72
       7.1999845      -7.1999205      579.25       24.44
       7.1999671      -6.3999658      727.50       26.85
       7.1999399      -5.5999390      929.77       29.72
       7.2000997      -4.8000551      945.45       30.31
       7.2000040      -3.9999594     1021.43       32.80
       7.1999455      -3.2000206     1160.80       34.26
       7.1999248      -2.4000038     1167.35       34.71
       7.2000310      -1.5999202     1233.10       34.62
       7.2000172     -0.79993937     1257.96       35.17
       7.1999014 -9.6772397e-005     1260.10       34.70
       7.2000818      0.79993817     1226.75       34.94
       7.2000821       1.5999819     1051.44       32.27
       7.1999679       2.3999816      916.09       30.21
       7.1999258       3.2000851      818.03       28.77
       7.1999813       3.9999312      696.81       26.25
       7.2000421       4.7999410      642.34       25.72
